"Scenario","Year","Catch"
"Mmult All Ages Ramp9 2010",2021,1827.67283530904
"Mmult All Ages Ramp9 2015",2021,1530.16138300513
"Mmult Old Sudden 2000",2021,2012.50138739053
"Mmult Old Sudden 2005",2021,1965.82741576545
"Mmult Old Sudden 2010",2021,1913.4068307768
"Mmult Old Sudden 2015",2021,1413.35948617069
"Mmult Old Ramp4 2000",2021,2063.19583351384
"Mmult Old Ramp4 2005",2021,2014.151727365
"Mmult Old Ramp4 2010",2021,1926.77599751021
"Mmult Old Ramp4 2015",2021,1680.95400714048
"Mmult Old Ramp9 2000",2021,2114.59689141242
"Mmult Old Ramp9 2005",2021,2069.84371985821
"Mmult Old Ramp9 2010",2021,1971.48823220517
"Mmult Old Ramp9 2015",2021,1820.7521511706
"Mmult Young Sudden 2000",2021,1381.7128148307
"Mmult Young Sudden 2005",2021,1399.81195038481
"Mmult Young Sudden 2010",2021,843.963269213111
"Mmult Young Ramp4 2000",2021,1354.94128338629
"Mmult Young Ramp4 2005",2021,1388.23014284266
"Mmult Young Ramp4 2010",2021,1209.90448119867
"Mmult Young Ramp9 2000",2021,1412.62141310363
"Mmult Young Ramp9 2005",2021,1389.85846330118
"Mmult Young Ramp9 2010",2021,1305.78609376731
"Mmult Young Ramp9 2015",2021,957.389439025033
"Rose",2019,1593.11141498413
"Rose",2020,1522.52459957904
"Rose",2021,1487.8168157596
