scenario,change.year,ramp,cmult,mmult,mselxlab,imult,ssbrho
Old Ramp4 Mmults,2005,4,1,2.2,Old,1,0.014708912
Old Ramp4 Mmults,2005,4,1,2.3,Old,1,0.002691638
Old Ramp4 Mmults,2005,4,1,2.4,Old,1,-0.008766799
Old Ramp4 Mmults,2010,4,1,2.1,Old,1,0.026385376
Old Ramp4 Mmults,2010,4,1,2.2,Old,1,0.012741571
Old Ramp4 Mmults,2010,4,1,2.3,Old,1,-0.000344954
Old Ramp4 Mmults,2010,4,1,2.4,Old,1,-0.012917759
Old Ramp4 Mmults,2015,4,1,2.6,Old,1,0.016532337
Old Ramp4 Mmults,2015,4,1,2.7,Old,1,0.006613826
Old Ramp4 Mmults,2015,4,1,2.8,Old,1,-0.002998194
Old Ramp4 Mmults,2015,4,1,2.9,Old,1,-0.012320556
Old Ramp9 Mmults,2000,9,1,1.5,Old,1,0.1181724
Old Ramp9 Mmults,2000,9,1,2,Old,1,0.043424035
Old Ramp9 Mmults,2000,9,1,2.5,Old,1,-0.009913502
Old Ramp9 Mmults,2000,9,1,3,Old,1,-0.050534612
Old Ramp9 Mmults,2000,9,1,3.5,Old,1,-0.082022962
Old Ramp9 Mmults,2000,9,1,4,Old,1,-0.106089564
Old Ramp9 Mmults,2000,9,1,4.5,Old,1,-0.12301385
Old Ramp9 Mmults,2000,9,1,5,Old,1,-0.129121246
Old Ramp9 Mmults,2005,9,1,1.5,Old,1,0.119467402
Old Ramp9 Mmults,2005,9,1,2,Old,1,0.041456108
Old Ramp9 Mmults,2005,9,1,2.5,Old,1,-0.016354297
Old Ramp9 Mmults,2005,9,1,3,Old,1,-0.061723656
Old Ramp9 Mmults,2005,9,1,3.5,Old,1,-0.098023485
Old Ramp9 Mmults,2005,9,1,4,Old,1,-0.12724342
Old Ramp9 Mmults,2005,9,1,4.5,Old,1,-0.150709187
Old Ramp9 Mmults,2005,9,1,5,Old,1,-0.169255471
Old Ramp9 Mmults,2010,9,1,1.5,Old,1,0.121943167
Old Ramp9 Mmults,2010,9,1,2,Old,1,0.03998812
Old Ramp9 Mmults,2010,9,1,2.5,Old,1,-0.023314
Old Ramp9 Mmults,2010,9,1,3,Old,1,-0.074576977
