"case","ramplab","change.year","Year","SSB","F","R"
"Mmult All Ages","Ramp9",2015,1982,14066.27,0.6982708,989.0507
"Mmult All Ages","Ramp9",2015,1983,10670.32,1.105434,2665.362
"Mmult All Ages","Ramp9",2015,1984,7157.506,0.8748538,1117.86
"Mmult All Ages","Ramp9",2015,1985,5234.531,1.097806,314.4448
"Mmult All Ages","Ramp9",2015,1986,2931.57,1.593385,293.9685
"Mmult All Ages","Ramp9",2015,1987,1511.343,0.9263042,149.886
"Mmult All Ages","Ramp9",2015,1988,1090.828,0.7551486,439.6537
"Mmult All Ages","Ramp9",2015,1989,796.5826,0.609015,215.1088
"Mmult All Ages","Ramp9",2015,1990,827.9172,1.099997,278.5331
"Mmult All Ages","Ramp9",2015,1991,714.2161,1.238369,296.9643
"Mmult All Ages","Ramp9",2015,1992,666.1261,1.205953,777.6237
"Mmult All Ages","Ramp9",2015,1993,711.4705,0.7110648,1469.486
"Mmult All Ages","Ramp9",2015,1994,1181.946,0.3819678,3165.153
"Mmult All Ages","Ramp9",2015,1995,2118.294,0.5806747,2795.736
"Mmult All Ages","Ramp9",2015,1996,3416.327,0.2485032,1218.05
"Mmult All Ages","Ramp9",2015,1997,5130.117,0.4191328,2437.59
"Mmult All Ages","Ramp9",2015,1998,6330.877,0.2953272,2551.338
"Mmult All Ages","Ramp9",2015,1999,6466.813,0.1811626,14831.68
"Mmult All Ages","Ramp9",2015,2000,7774.702,0.2706586,2862.479
"Mmult All Ages","Ramp9",2015,2001,12541.07,0.1927292,1276.312
"Mmult All Ages","Ramp9",2015,2002,15004.29,0.174047,1406.23
"Mmult All Ages","Ramp9",2015,2003,12856.87,0.1799472,272.514
"Mmult All Ages","Ramp9",2015,2004,10952.23,0.175139,6997.045
"Mmult All Ages","Ramp9",2015,2005,9294.411,0.2714086,431.8748
"Mmult All Ages","Ramp9",2015,2006,8615.284,0.2003581,1188.477
"Mmult All Ages","Ramp9",2015,2007,7570.489,0.4267154,1318.061
"Mmult All Ages","Ramp9",2015,2008,6314.32,0.397726,242.4725
"Mmult All Ages","Ramp9",2015,2009,5473.696,0.3677528,366.663
"Mmult All Ages","Ramp9",2015,2010,4574.649,0.4081779,1103.746
"Mmult All Ages","Ramp9",2015,2011,3883.024,0.3371335,10426.3
"Mmult All Ages","Ramp9",2015,2012,4690.342,0.4727725,3549.224
"Mmult All Ages","Ramp9",2015,2013,7681.786,0.4062762,15902.43
"Mmult All Ages","Ramp9",2015,2014,12820.16,0.2731512,96862
"Mmult All Ages","Ramp9",2015,2015,30358.97,0.1394537,6113.799
"Mmult All Ages","Ramp9",2015,2016,58988.13,0.1558669,6376.42
"Mmult All Ages","Ramp9",2015,2017,77329.39,0.1264195,11520.27
"Mmult All Ages","Ramp9",2015,2018,88263.71,0.06878404,2922.996
