"scenario","change.year","ramp","cmult","mmult","mselxlab","imult","ssbrho"
"Ramp9 Cmults",1995,9,5,1,"All Ages",1,1.17801662352433
"Ramp9 Cmults",1995,9,6,1,"All Ages",1,1.09034176434635
"Ramp9 Cmults",1995,9,7,1,"All Ages",1,1.02695810006741
"Ramp9 Cmults",1995,9,8,1,"All Ages",1,0.97810315727714
"Ramp9 Cmults",1995,9,9,1,"All Ages",1,0.93868745756172
"Ramp9 Cmults",1995,9,10,1,"All Ages",1,0.905814351736415
"Ramp9 Cmults",2000,9,2,1,"All Ages",1,1.64962578228991
"Ramp9 Cmults",2000,9,3,1,"All Ages",1,1.23826032813799
"Ramp9 Cmults",2000,9,4,1,"All Ages",1,1.03251946678557
"Ramp9 Cmults",2000,9,5,1,"All Ages",1,0.915526594285656
"Ramp9 Cmults",2000,9,6,1,"All Ages",1,0.835632436338468
"Ramp9 Cmults",2000,9,7,1,"All Ages",1,0.775193809410094
"Ramp9 Cmults",2000,9,8,1,"All Ages",1,0.726619639862982
"Ramp9 Cmults",2000,9,9,1,"All Ages",1,0.686035322154364
"Ramp9 Cmults",2000,9,10,1,"All Ages",1,0.651210936155875
"Ramp9 Cmults",2005,9,2,1,"All Ages",1,1.46361430741211
"Ramp9 Cmults",2005,9,3,1,"All Ages",1,1.02661447696234
"Ramp9 Cmults",2005,9,4,1,"All Ages",1,0.839807278840751
"Ramp9 Cmults",2005,9,5,1,"All Ages",1,0.724873871864606
"Ramp9 Cmults",2005,9,6,1,"All Ages",1,0.640724037650582
"Ramp9 Cmults",2005,9,7,1,"All Ages",1,0.573832135886791
"Ramp9 Cmults",2005,9,8,1,"All Ages",1,0.518170837094439
"Ramp9 Cmults",2005,9,9,1,"All Ages",1,0.470503575001945
"Ramp9 Cmults",2005,9,10,1,"All Ages",1,0.428867365512684
"Ramp9 Cmults",2010,9,2,1,"All Ages",1,1.3074632880301
"Ramp9 Cmults",2010,9,3,1,"All Ages",1,0.860672823325528
"Ramp9 Cmults",2010,9,4,1,"All Ages",1,0.674179769316966
"Ramp9 Cmults",2010,9,5,1,"All Ages",1,0.549848062988556
"Ramp9 Cmults",2010,9,6,1,"All Ages",1,0.454781093187524
"Ramp9 Cmults",2010,9,7,1,"All Ages",1,0.377711142939704
