"case","ramplab","change.year","Year","SSB","F","R"
"Mmult Young","Sudden",2005,1995,3169.621,1.001678,16110.09
"Mmult Young","Sudden",2005,1996,3413.152,0.8229635,22095.88
"Mmult Young","Sudden",2005,1997,3821.43,0.6999016,27861.42
"Mmult Young","Sudden",2005,1998,4829.45,0.5960724,28450.18
"Mmult Young","Sudden",2005,1999,5581.524,0.4592625,26966.69
"Mmult Young","Sudden",2005,2000,6004.144,0.4774619,18994.32
"Mmult Young","Sudden",2005,2001,6212.583,0.5557358,15494.14
"Mmult Young","Sudden",2005,2002,6789.656,0.5119138,9944.599
"Mmult Young","Sudden",2005,2003,6614.947,0.6909178,10840.55
"Mmult Young","Sudden",2005,2004,5592.182,0.8095028,19254.31
"Mmult Young","Sudden",2005,2005,4876.136,1.138714,61024.56
"Mmult Young","Sudden",2005,2006,3170.544,0.9528214,34589.35
"Mmult Young","Sudden",2005,2007,2722.613,0.5562678,25097.7
"Mmult Young","Sudden",2005,2008,2785.348,0.5639577,21770.99
"Mmult Young","Sudden",2005,2009,2994.919,0.6808231,37267.88
"Mmult Young","Sudden",2005,2010,2686.109,0.6559328,43549.73
"Mmult Young","Sudden",2005,2011,2612.259,0.707313,20470.63
"Mmult Young","Sudden",2005,2012,2490.714,0.8761278,32646.51
"Mmult Young","Sudden",2005,2013,2380.939,0.62827,37934.1
"Mmult Young","Sudden",2005,2014,2578.905,0.4560572,91016.57
"Mmult Young","Sudden",2005,2015,2815.077,0.3546663,15543.79
"Mmult Young","Sudden",2010,1982,21342.3,0.222195,15312.06
"Mmult Young","Sudden",2010,1983,18211.13,0.3184754,7155
"Mmult Young","Sudden",2010,1984,15389.83,0.3830648,4029.889
"Mmult Young","Sudden",2010,1985,13646.15,0.4196854,3072.022
"Mmult Young","Sudden",2010,1986,11796.75,0.3991188,13098.03
"Mmult Young","Sudden",2010,1987,10086.52,0.3628241,8709.207
"Mmult Young","Sudden",2010,1988,8087.589,0.4363803,8579.638
"Mmult Young","Sudden",2010,1989,5989.948,0.3855645,13793.31
"Mmult Young","Sudden",2010,1990,4963.326,0.29446,15295.5
"Mmult Young","Sudden",2010,1991,4404.502,0.4657356,12658.88
"Mmult Young","Sudden",2010,1992,3759.657,0.5136521,16584.53
"Mmult Young","Sudden",2010,1993,3340.625,0.8418472,25024.88
"Mmult Young","Sudden",2010,1994,2913.999,1.074913,22684.09
"Mmult Young","Sudden",2010,1995,3138.604,0.9839258,15743.24
"Mmult Young","Sudden",2010,1996,3375.577,0.8116029,21455.6
"Mmult Young","Sudden",2010,1997,3767.17,0.6917864,26802.18
"Mmult Young","Sudden",2010,1998,4739.355,0.5918587,26919.17
"Mmult Young","Sudden",2010,1999,5455.367,0.4596298,24940.87
"Mmult Young","Sudden",2010,2000,5835.477,0.4801422,17313.26
"Mmult Young","Sudden",2010,2001,5989.445,0.5617308,11322.89
"Mmult Young","Sudden",2010,2002,6462.763,0.5245237,5765.084
"Mmult Young","Sudden",2010,2003,6180.702,0.7133839,4965.754
"Mmult Young","Sudden",2010,2004,5051.44,0.846797,6723.904
"Mmult Young","Sudden",2010,2005,4159.81,1.136498,15142.84
"Mmult Young","Sudden",2010,2006,2765.386,0.9700274,14890.78
"Mmult Young","Sudden",2010,2007,2435.91,0.5915727,18566.63
"Mmult Young","Sudden",2010,2008,2663.096,0.5923234,27782.32
"Mmult Young","Sudden",2010,2009,3456.243,0.6901329,84255.26
"Mmult Young","Sudden",2010,2010,3773.528,0.6165657,175355
"Mmult Young","Sudden",2010,2011,3259.611,0.7122801,55765.46
"Mmult Young","Sudden",2010,2012,2577.684,0.9388728,68056.18
"Mmult Young","Sudden",2010,2013,1718.993,0.7567616,59935.08
"Mmult Young","Sudden",2010,2014,1252.977,0.7799001,119839.3
"Mmult Young","Sudden",2010,2015,814.7313,1.235312,14792.07
"Mmult Young","Ramp4",1995,1982,19791.32,0.2346911,19172.27
"Mmult Young","Ramp4",1995,1983,16790.63,0.3328235,9452.683
"Mmult Young","Ramp4",1995,1984,14271.22,0.4056441,5731.755
"Mmult Young","Ramp4",1995,1985,12798.94,0.466389,4619.718
"Mmult Young","Ramp4",1995,1986,11110.82,0.4574832,18676.61
"Mmult Young","Ramp4",1995,1987,9541.213,0.4161085,14344.64
"Mmult Young","Ramp4",1995,1988,7614.459,0.5116723,17592.35
"Mmult Young","Ramp4",1995,1989,5558.831,0.4522885,38260.57
"Mmult Young","Ramp4",1995,1990,4707.744,0.3127611,70271.9
"Mmult Young","Ramp4",1995,1991,4671.238,0.4697134,111078
"Mmult Young","Ramp4",1995,1992,4736.638,0.4334686,254012.4
"Mmult Young","Ramp4",1995,1993,4809.933,0.8572755,588593.8
"Mmult Young","Ramp4",1995,1994,4556.008,1.064774,707414.1
"Mmult Young","Ramp4",1995,1995,4894.268,0.9166878,563953.3
"Mmult Young","Ramp4",1995,1996,5111.619,0.7152346,771791.3
"Mmult Young","Ramp4",1995,1997,5289.786,0.6024267,976086.4
"Mmult Young","Ramp4",1995,1998,6499.031,0.5291361,980163.2
"Mmult Young","Ramp4",1995,1999,7106.703,0.427549,903916.8
"Mmult Young","Ramp4",1995,2000,7639.191,0.4469378,588721.9
"Mmult Young","Ramp4",1995,2001,7741.541,0.5230402,372138.4
"Mmult Young","Ramp4",1995,2002,8328.812,0.4957809,175769.7
"Mmult Young","Ramp4",1995,2003,7370.095,0.654882,143015.5
"Mmult Young","Ramp4",1995,2004,5893.527,0.7763747,192073.2
"Mmult Young","Ramp4",1995,2005,5080.008,1.050527,463732.1
"Mmult Young","Ramp4",1995,2006,3386.489,0.8936093,263460.4
"Mmult Young","Ramp4",1995,2007,3084.2,0.5554094,192401
"Mmult Young","Ramp4",1995,2008,3262.167,0.5688054,169105.5
"Mmult Young","Ramp4",1995,2009,3960.641,0.6913244,297004.6
"Mmult Young","Ramp4",1995,2010,3181.8,0.677251,355229.3
"Mmult Young","Ramp4",1995,2011,3118.347,0.7198082,167092.6
"Mmult Young","Ramp4",1995,2012,3263.62,0.8670825,271239.7
"Mmult Young","Ramp4",1995,2013,3466.547,0.5991399,311664
"Mmult Young","Ramp4",1995,2014,3749.82,0.4212114,808443.1
"Mmult Young","Ramp4",1995,2015,4072.464,0.3160845,119858.3
"Mmult Young","Ramp4",2000,1982,20675.57,0.22601,17208.2
"Mmult Young","Ramp4",2000,1983,17623.99,0.322339,8238.143
"Mmult Young","Ramp4",2000,1984,14936.2,0.3913686,4762.7
"Mmult Young","Ramp4",2000,1985,13274.95,0.4400699,3675.589
"Mmult Young","Ramp4",2000,1986,11445.06,0.4269298,14998.51
"Mmult Young","Ramp4",2000,1987,9744.144,0.3912719,10080.35
"Mmult Young","Ramp4",2000,1988,7729.261,0.4804458,9999.579
"Mmult Young","Ramp4",2000,1989,5602.056,0.4311272,15777.82
"Mmult Young","Ramp4",2000,1990,4576.795,0.322288,17462.52
"Mmult Young","Ramp4",2000,1991,4112.678,0.5172484,14863.91
"Mmult Young","Ramp4",2000,1992,3580.78,0.5592584,21389.65
"Mmult Young","Ramp4",2000,1993,3195.669,1.011676,38479.62
"Mmult Young","Ramp4",2000,1994,2903.97,1.288729,45166.06
"Mmult Young","Ramp4",2000,1995,3385.508,1.117896,44139.3
"Mmult Young","Ramp4",2000,1996,4007.086,0.8371428,91361.37
"Mmult Young","Ramp4",2000,1997,4820.754,0.6564322,162488.2
"Mmult Young","Ramp4",2000,1998,6412.669,0.5357284,213958.1
"Mmult Young","Ramp4",2000,1999,7479.968,0.403809,239626.8
"Mmult Young","Ramp4",2000,2000,8056.46,0.4221803,176927.8
"Mmult Young","Ramp4",2000,2001,7920.469,0.5018518,113845
"Mmult Young","Ramp4",2000,2002,8109.899,0.4753992,55236.09
"Mmult Young","Ramp4",2000,2003,7141.21,0.6417327,45066.17
"Mmult Young","Ramp4",2000,2004,5640.486,0.7404196,59606.88
"Mmult Young","Ramp4",2000,2005,4660.849,1.026879,138996.9
"Mmult Young","Ramp4",2000,2006,3068.799,0.8810645,79495.3
"Mmult Young","Ramp4",2000,2007,2693.007,0.5570602,58239.11
"Mmult Young","Ramp4",2000,2008,2797.891,0.5741213,51170.23
"Mmult Young","Ramp4",2000,2009,3171.526,0.6991918,88963.57
"Mmult Young","Ramp4",2000,2010,2789.193,0.682188,105406
"Mmult Young","Ramp4",2000,2011,2749.429,0.727405,50187.56
"Mmult Young","Ramp4",2000,2012,2744.714,0.883174,81357.11
"Mmult Young","Ramp4",2000,2013,2771.423,0.6195954,95043.17
"Mmult Young","Ramp4",2000,2014,3017.411,0.4396509,236869.6
"Mmult Young","Ramp4",2000,2015,3321.126,0.332483,38642.24
"Mmult Young","Ramp4",2005,1982,21172.76,0.223144,16048.91
"Mmult Young","Ramp4",2005,1983,18085.29,0.3196027,7555.667
"Mmult Young","Ramp4",2005,1984,15325.57,0.3863219,4272.886
"Mmult Young","Ramp4",2005,1985,13623.73,0.4269609,3255.913
"Mmult Young","Ramp4",2005,1986,11786.16,0.4079455,13742.49
"Mmult Young","Ramp4",2005,1987,10081.17,0.371364,9124.523
"Mmult Young","Ramp4",2005,1988,8064.5,0.4492694,8959.288
"Mmult Young","Ramp4",2005,1989,5939.265,0.3972612,14269.49
"Mmult Young","Ramp4",2005,1990,4907.742,0.3010758,15725.1
"Mmult Young","Ramp4",2005,1991,4374.368,0.4794234,12993.65
"Mmult Young","Ramp4",2005,1992,3751.298,0.5269285,17066.71
"Mmult Young","Ramp4",2005,1993,3323.662,0.8922833,25943.41
"Mmult Young","Ramp4",2005,1994,2900.738,1.148173,23795.59
"Mmult Young","Ramp4",2005,1995,3150.717,1.047961,16791.43
"Mmult Young","Ramp4",2005,1996,3414.192,0.854274,23242.9
"Mmult Young","Ramp4",2005,1997,3856.687,0.7212917,30764.78
"Mmult Young","Ramp4",2005,1998,4936.321,0.6054637,34726.45
"Mmult Young","Ramp4",2005,1999,5772.297,0.4581578,38410.12
"Mmult Young","Ramp4",2005,2000,6310.426,0.4706969,33357.01
"Mmult Young","Ramp4",2005,2001,6696.949,0.5421122,29284.26
"Mmult Young","Ramp4",2005,2002,7434.181,0.4957725,18403.74
"Mmult Young","Ramp4",2005,2003,7151.803,0.6775744,18183.37
"Mmult Young","Ramp4",2005,2004,5832.638,0.7872172,27155.26
"Mmult Young","Ramp4",2005,2005,4783.024,1.104639,66494.27
"Mmult Young","Ramp4",2005,2006,3081.77,0.9181256,37957.63
"Mmult Young","Ramp4",2005,2007,2644.548,0.5577193,27753.88
"Mmult Young","Ramp4",2005,2008,2704.427,0.5714953,24309.07
"Mmult Young","Ramp4",2005,2009,2954.683,0.6941331,42015.02
"Mmult Young","Ramp4",2005,2010,2673.858,0.67268,49568.22
"Mmult Young","Ramp4",2005,2011,2629.67,0.7209264,23543.15
"Mmult Young","Ramp4",2005,2012,2548.752,0.8837884,37935.16
"Mmult Young","Ramp4",2005,2013,2485.961,0.6236691,44388.89
"Mmult Young","Ramp4",2005,2014,2724.035,0.4448787,107999.9
"Mmult Young","Ramp4",2005,2015,3014.775,0.3387396,18446.14
"Mmult Young","Ramp4",2010,1982,21341.27,0.222128,15552.55
"Mmult Young","Ramp4",2010,1983,18232.15,0.3184445,7272.031
"Mmult Young","Ramp4",2010,1984,15438.29,0.3837776,4084.224
"Mmult Young","Ramp4",2010,1985,13717.36,0.4212069,3103.208
"Mmult Young","Ramp4",2010,1986,11876.82,0.4003726,13264.59
"Mmult Young","Ramp4",2010,1987,10169.31,0.363749,8795.225
"Mmult Young","Ramp4",2010,1988,8157.816,0.4376165,8635.162
"Mmult Young","Ramp4",2010,1989,6042.465,0.3854858,13860.18
"Mmult Young","Ramp4",2010,1990,5012.558,0.2935482,15365.27
"Mmult Young","Ramp4",2010,1991,4456.064,0.4652059,12710.33
"Mmult Young","Ramp4",2010,1992,3806.608,0.5128006,16662.99
"Mmult Young","Ramp4",2010,1993,3381.002,0.8432491,25174.43
"Mmult Young","Ramp4",2010,1994,2944.551,1.079082,22825.41
"Mmult Young","Ramp4",2010,1995,3168.11,0.9883505,15851.72
"Mmult Young","Ramp4",2010,1996,3405.824,0.8140118,21652.12
"Mmult Young","Ramp4",2010,1997,3803.072,0.6934429,27134.2
"Mmult Young","Ramp4",2010,1998,4788.822,0.5925148,27410
"Mmult Young","Ramp4",2010,1999,5518.167,0.4592227,25605.57
"Mmult Young","Ramp4",2010,2000,5909.851,0.4791929,17874.08
"Mmult Young","Ramp4",2010,2001,6077.31,0.5604262,11837.28
"Mmult Young","Ramp4",2010,2002,6580.158,0.5212742,6403.605
"Mmult Young","Ramp4",2010,2003,6327.971,0.7055582,6168.128
"Mmult Young","Ramp4",2010,2004,5225.302,0.8302177,10008.74
"Mmult Young","Ramp4",2010,2005,4380.638,1.142468,29590.25
"Mmult Young","Ramp4",2010,2006,2981.55,0.9687554,24331.88
"Mmult Young","Ramp4",2010,2007,2686.014,0.5733584,23596.11
"Mmult Young","Ramp4",2010,2008,2922.811,0.5690641,25010.6
"Mmult Young","Ramp4",2010,2009,3325.696,0.6791891,48146.81
"Mmult Young","Ramp4",2010,2010,2960.211,0.6425608,56999.56
"Mmult Young","Ramp4",2010,2011,2758.822,0.7025666,24267.58
"Mmult Young","Ramp4",2010,2012,2464.76,0.8965376,35942.93
"Mmult Young","Ramp4",2010,2013,2109.968,0.6811628,38685.07
"Mmult Young","Ramp4",2010,2014,2045.187,0.5523843,87027.98
"Mmult Young","Ramp4",2010,2015,1975.273,0.5058076,13746.09
"Mmult Young","Ramp9",1995,1982,19557.42,0.2404586,21913.7
"Mmult Young","Ramp9",1995,1983,16557.28,0.3397262,12629.46
"Mmult Young","Ramp9",1995,1984,14173.5,0.4131775,9537.158
"Mmult Young","Ramp9",1995,1985,12966.86,0.4710638,10076.9
"Mmult Young","Ramp9",1995,1986,11645.91,0.4480959,58049.86
"Mmult Young","Ramp9",1995,1987,10446.92,0.3930742,57096.37
"Mmult Young","Ramp9",1995,1988,8753.702,0.4712736,79990.21
"Mmult Young","Ramp9",1995,1989,6762.061,0.3855676,181558.1
"Mmult Young","Ramp9",1995,1990,5995.605,0.2613745,305981.3
"Mmult Young","Ramp9",1995,1991,5763.032,0.4081943,378821.7
"Mmult Young","Ramp9",1995,1992,5608.525,0.398193,700894.9
"Mmult Young","Ramp9",1995,1993,5418.466,0.7874897,1372928
"Mmult Young","Ramp9",1995,1994,4862.786,1.019446,1472575
"Mmult Young","Ramp9",1995,1995,4998.813,0.9151871,1111978
"Mmult Young","Ramp9",1995,1996,5229.495,0.7300303,1527240
"Mmult Young","Ramp9",1995,1997,5390.679,0.6146917,1944447
"Mmult Young","Ramp9",1995,1998,6850.225,0.5402684,1964372
"Mmult Young","Ramp9",1995,1999,7537.194,0.4338983,1814794
"Mmult Young","Ramp9",1995,2000,8282.689,0.4503965,1169334
"Mmult Young","Ramp9",1995,2001,8486.582,0.5245666,731440.1
"Mmult Young","Ramp9",1995,2002,9222.043,0.4958339,339745
"Mmult Young","Ramp9",1995,2003,8025.743,0.6577095,275899.1
"Mmult Young","Ramp9",1995,2004,6368.067,0.7908123,373673.1
"Mmult Young","Ramp9",1995,2005,5628.65,1.062342,919219.3
"Mmult Young","Ramp9",1995,2006,3745.221,0.8955078,520942.7
"Mmult Young","Ramp9",1995,2007,3476.803,0.5508609,380402.9
"Mmult Young","Ramp9",1995,2008,3673.227,0.5628116,335093.8
"Mmult Young","Ramp9",1995,2009,4759.017,0.6832073,592869.2
"Mmult Young","Ramp9",1995,2010,3527.52,0.6697243,713214
"Mmult Young","Ramp9",1995,2011,3445.193,0.7100829,333442.8
"Mmult Young","Ramp9",1995,2012,3728.269,0.8498691,542423.4
"Mmult Young","Ramp9",1995,2013,4091.864,0.5793831,617391.8
"Mmult Young","Ramp9",1995,2014,4458.917,0.4036714,1641320
"Mmult Young","Ramp9",1995,2015,4814.641,0.3013769,233483
"Mmult Young","Ramp9",2000,1982,20302.7,0.2296117,17987.92
"Mmult Young","Ramp9",2000,1983,17269.31,0.3268208,8726.01
"Mmult Young","Ramp9",2000,1984,14645.12,0.3976233,5149.68
"Mmult Young","Ramp9",2000,1985,13055.13,0.4509996,4047.838
"Mmult Young","Ramp9",2000,1986,11284.44,0.4392455,16469.73
"Mmult Young","Ramp9",2000,1987,9642.641,0.4012168,11659.3
"Mmult Young","Ramp9",2000,1988,7668.827,0.492863,12545.98
"Mmult Young","Ramp9",2000,1989,5574.656,0.4398614,22401.23
"Mmult Young","Ramp9",2000,1990,4616.342,0.319141,30290.95
"Mmult Young","Ramp9",2000,1991,4306.792,0.4995998,33133.14
"Mmult Young","Ramp9",2000,1992,3978.696,0.5078565,57567.08
"Mmult Young","Ramp9",2000,1993,3745.127,0.9474184,114560.1
"Mmult Young","Ramp9",2000,1994,3451.02,1.194335,135260
"Mmult Young","Ramp9",2000,1995,3891.469,1.032838,121129.8
"Mmult Young","Ramp9",2000,1996,4390.827,0.7861345,210832.8
"Mmult Young","Ramp9",2000,1997,4985.94,0.6354332,325381.6
"Mmult Young","Ramp9",2000,1998,6406.801,0.534939,383067.5
"Mmult Young","Ramp9",2000,1999,7281.841,0.4146676,395878.4
"Mmult Young","Ramp9",2000,2000,7818.196,0.4331332,277697
"Mmult Young","Ramp9",2000,2001,7766.368,0.511766,177591.6
"Mmult Young","Ramp9",2000,2002,8105.132,0.4855837,85438.37
"Mmult Young","Ramp9",2000,2003,7169.174,0.6500442,69687.19
"Mmult Young","Ramp9",2000,2004,5694.323,0.7587429,92662.69
"Mmult Young","Ramp9",2000,2005,4770.765,1.038333,218744.1
"Mmult Young","Ramp9",2000,2006,3158.853,0.8884991,124869.4
"Mmult Young","Ramp9",2000,2007,2811.105,0.5576903,91445.55
"Mmult Young","Ramp9",2000,2008,2948.461,0.5729539,80403.03
"Mmult Young","Ramp9",2000,2009,3416.35,0.6970327,140360.7
"Mmult Young","Ramp9",2000,2010,2922.622,0.6808193,167039.9
"Mmult Young","Ramp9",2000,2011,2876.591,0.7247185,79285.78
"Mmult Young","Ramp9",2000,2012,2920.973,0.8767549,128523.7
"Mmult Young","Ramp9",2000,2013,3007.785,0.6102308,149161.4
"Mmult Young","Ramp9",2000,2014,3265.026,0.4305927,376819.3
"Mmult Young","Ramp9",2000,2015,3577.883,0.3240199,59554.11
"Mmult Young","Ramp9",2005,1982,20963.29,0.2244052,16511.58
"Mmult Young","Ramp9",2005,1983,17889.63,0.3208874,7830.967
"Mmult Young","Ramp9",2005,1984,15158.02,0.3886548,4470.888
"Mmult Young","Ramp9",2005,1985,13470.86,0.4326081,3425.479
"Mmult Young","Ramp9",2005,1986,11635.94,0.4159648,14254.7
"Mmult Young","Ramp9",2005,1987,9933.694,0.3797386,9511.19
"Mmult Young","Ramp9",2005,1988,7918.835,0.4621857,9379.989
"Mmult Young","Ramp9",2005,1989,5793.924,0.411184,14885.3
"Mmult Young","Ramp9",2005,1990,4765.174,0.3099976,16438.47
"Mmult Young","Ramp9",2005,1991,4261.303,0.4952256,13745.94
"Mmult Young","Ramp9",2005,1992,3678.42,0.5406355,18719.35
"Mmult Young","Ramp9",2005,1993,3268.273,0.9428498,30445.2
"Mmult Young","Ramp9",2005,1994,2897.135,1.208506,30881.81
"Mmult Young","Ramp9",2005,1995,3240.241,1.080301,24936.52
"Mmult Young","Ramp9",2005,1996,3641.25,0.8502303,40858.6
"Mmult Young","Ramp9",2005,1997,4224.857,0.6961838,61189.94
"Mmult Young","Ramp9",2005,1998,5490.116,0.5770807,73574.16
"Mmult Young","Ramp9",2005,1999,6408.17,0.4354031,81611.91
"Mmult Young","Ramp9",2005,2000,6958.142,0.4500513,66169.38
"Mmult Young","Ramp9",2005,2001,7150.524,0.5252033,51026.99
"Mmult Young","Ramp9",2005,2002,7670.691,0.4882142,28809.18
"Mmult Young","Ramp9",2005,2003,7120.534,0.6630852,26262.57
"Mmult Young","Ramp9",2005,2004,5737.505,0.7683972,37252.75
"Mmult Young","Ramp9",2005,2005,4723.572,1.072018,89316.07
"Mmult Young","Ramp9",2005,2006,3072.826,0.9031844,51056.24
"Mmult Young","Ramp9",2005,2007,2660.373,0.5574687,37382.15
"Mmult Young","Ramp9",2005,2008,2738.678,0.5724332,32800.9
"Mmult Young","Ramp9",2005,2009,3034.008,0.6959863,56840.19
"Mmult Young","Ramp9",2005,2010,2718.785,0.6760812,67201.37
"Mmult Young","Ramp9",2005,2011,2676.989,0.7229601,31978.98
"Mmult Young","Ramp9",2005,2012,2625.274,0.8824856,51691
"Mmult Young","Ramp9",2005,2013,2597.753,0.6205401,60505.49
"Mmult Young","Ramp9",2005,2014,2840.812,0.4411922,148485.4
"Mmult Young","Ramp9",2005,2015,3138.81,0.3347247,24968.39
"Mmult Young","Ramp9",2010,1982,21255.05,0.2226362,15821.38
"Mmult Young","Ramp9",2010,1983,18157.85,0.3190275,7425.574
"Mmult Young","Ramp9",2010,1984,15382.46,0.3851119,4185.567
"Mmult Young","Ramp9",2010,1985,13671.96,0.4242325,3184.711
"Mmult Young","Ramp9",2010,1986,11833.15,0.4043373,13520.4
"Mmult Young","Ramp9",2010,1987,10127.11,0.3677366,8969.859
"Mmult Young","Ramp9",2010,1988,8112.399,0.4437212,8805.667
"Mmult Young","Ramp9",2010,1989,5991.023,0.3915896,14075
"Mmult Young","Ramp9",2010,1990,4959.973,0.297425,15554.22
"Mmult Young","Ramp9",2010,1991,4415.556,0.4725949,12859.28
"Mmult Young","Ramp9",2010,1992,3779.607,0.5201858,16876.92
"Mmult Young","Ramp9",2010,1993,3352.03,0.8698488,25584.84
"Mmult Young","Ramp9",2010,1994,2921.328,1.116933,23343.55
"Mmult Young","Ramp9",2010,1995,3158.744,1.021204,16353.17
"Mmult Young","Ramp9",2010,1996,3410.425,0.8363056,22500.61
"Mmult Young","Ramp9",2010,1997,3832.408,0.7089884,29058.72
"Mmult Young","Ramp9",2010,1998,4869.237,0.5998851,31220.57
"Mmult Young","Ramp9",2010,1999,5656.249,0.4588858,32058.96
"Mmult Young","Ramp9",2010,2000,6125.846,0.4747471,25302.69
"Mmult Young","Ramp9",2010,2001,6408.054,0.5504875,19681.67
"Mmult Young","Ramp9",2010,2002,7031.468,0.507225,11596.12
"Mmult Young","Ramp9",2010,2003,6762.092,0.6894758,11304.08
"Mmult Young","Ramp9",2010,2004,5545.694,0.8050453,17417.37
"Mmult Young","Ramp9",2010,2005,4593.851,1.120744,45986.73
"Mmult Young","Ramp9",2010,2006,3032.176,0.9411007,30638.96
"Mmult Young","Ramp9",2010,2007,2657.041,0.5657335,25279.72
"Mmult Young","Ramp9",2010,2008,2792.306,0.5715902,24042.53
"Mmult Young","Ramp9",2010,2009,3106.487,0.68822,43553.23
"Mmult Young","Ramp9",2010,2010,2796.068,0.6594192,51531.25
"Mmult Young","Ramp9",2010,2011,2687.388,0.7126803,23398.41
"Mmult Young","Ramp9",2010,2012,2513.65,0.889799,36374.59
"Mmult Young","Ramp9",2010,2013,2319.15,0.6473831,41093.58
"Mmult Young","Ramp9",2010,2014,2417.559,0.4864238,96552.36
"Mmult Young","Ramp9",2010,2015,2537.491,0.3974203,15989.48
