"case","ramplab","change.year","Year","SSB","F","R"
"Mmult Old","Sudden",2005,2010,5387.281,0.3839909,21884.33
"Mmult Old","Sudden",2005,2011,5133.646,0.3992181,11324.78
"Mmult Old","Sudden",2005,2012,4777.91,0.4834076,19723.2
"Mmult Old","Sudden",2005,2013,4764.635,0.3451644,25744.74
"Mmult Old","Sudden",2005,2014,5391.375,0.2610989,65193.2
"Mmult Old","Sudden",2005,2015,5881.925,0.21225,12843.65
"Mmult Old","Sudden",2010,1982,21760.95,0.2182913,15997.6
"Mmult Old","Sudden",2010,1983,18723.89,0.3132178,7427.042
"Mmult Old","Sudden",2010,1984,15999.42,0.3790948,4109.203
"Mmult Old","Sudden",2010,1985,14336.74,0.4166711,3085.975
"Mmult Old","Sudden",2010,1986,12491.78,0.3940434,13374.47
"Mmult Old","Sudden",2010,1987,10753.55,0.3557705,8784.263
"Mmult Old","Sudden",2010,1988,8674.533,0.4262857,8552.696
"Mmult Old","Sudden",2010,1989,6473.655,0.3691408,13761.27
"Mmult Old","Sudden",2010,1990,5418.705,0.2787229,15324.89
"Mmult Old","Sudden",2010,1991,4830.455,0.4443759,12714.28
"Mmult Old","Sudden",2010,1992,4107.556,0.4935053,16778.04
"Mmult Old","Sudden",2010,1993,3633.738,0.8169469,25471.2
"Mmult Old","Sudden",2010,1994,3123.344,1.058158,23105.26
"Mmult Old","Sudden",2010,1995,3327.046,0.9739714,16029.82
"Mmult Old","Sudden",2010,1996,3568.087,0.8000044,21995.22
"Mmult Old","Sudden",2010,1997,3985.285,0.6802505,27695.28
"Mmult Old","Sudden",2010,1998,5014.905,0.5797375,28136.37
"Mmult Old","Sudden",2010,1999,5792.298,0.4498311,26328.59
"Mmult Old","Sudden",2010,2000,6206.209,0.4695988,18040.02
"Mmult Old","Sudden",2010,2001,6385.093,0.5507792,12133.71
"Mmult Old","Sudden",2010,2002,6924.886,0.5115561,6419.191
"Mmult Old","Sudden",2010,2003,6680.093,0.6941387,5814.628
"Mmult Old","Sudden",2010,2004,5545.898,0.8192364,8684.003
"Mmult Old","Sudden",2010,2005,4656.145,1.155549,22611.59
"Mmult Old","Sudden",2010,2006,3220.279,0.9323768,13359.82
"Mmult Old","Sudden",2010,2007,3023.224,0.504581,9976.862
"Mmult Old","Sudden",2010,2008,3532.699,0.4494866,8757.216
"Mmult Old","Sudden",2010,2009,4623.558,0.4375358,14813.82
"Mmult Old","Sudden",2010,2010,5081.937,0.3698973,17780.94
"Mmult Old","Sudden",2010,2011,4572.226,0.4246403,9193.518
"Mmult Old","Sudden",2010,2012,4072.157,0.5482157,16023.33
"Mmult Old","Sudden",2010,2013,3921.459,0.4077778,20879.18
"Mmult Old","Sudden",2010,2014,4386.671,0.3126466,52225.89
"Mmult Old","Sudden",2010,2015,4754.368,0.2578937,10386.63
"Mmult Old","Ramp4",1995,1982,22741.24,0.2069437,24317.32
"Mmult Old","Ramp4",1995,1983,20177.23,0.2907588,12215.08
"Mmult Old","Ramp4",1995,1984,18192.07,0.3556393,7401.656
"Mmult Old","Ramp4",1995,1985,17378.58,0.3986053,6080.689
"Mmult Old","Ramp4",1995,1986,16198.07,0.3595574,28562.09
"Mmult Old","Ramp4",1995,1987,15182.06,0.291422,20840.92
"Mmult Old","Ramp4",1995,1988,13565.4,0.3145521,22674.67
"Mmult Old","Ramp4",1995,1989,11645.57,0.2233277,42113.93
"Mmult Old","Ramp4",1995,1990,11456.87,0.1371343,55769.93
"Mmult Old","Ramp4",1995,1991,11914.42,0.2003063,52775.6
"Mmult Old","Ramp4",1995,1992,11459.33,0.1970448,78130.61
"Mmult Old","Ramp4",1995,1993,11060.43,0.4633905,129046.7
"Mmult Old","Ramp4",1995,1994,11047.27,0.6391291,123745.6
"Mmult Old","Ramp4",1995,1995,13607.57,0.5650446,88073.09
"Mmult Old","Ramp4",1995,1996,15335.53,0.4337144,121843.8
"Mmult Old","Ramp4",1995,1997,18056.64,0.3312554,149969.9
"Mmult Old","Ramp4",1995,1998,23707.53,0.2756899,144740.7
"Mmult Old","Ramp4",1995,1999,25133.03,0.2225849,132889.9
"Mmult Old","Ramp4",1995,2000,23704.43,0.2424529,93635.61
"Mmult Old","Ramp4",1995,2001,23856.89,0.2817598,64853.8
"Mmult Old","Ramp4",1995,2002,26240.93,0.2527004,32922.11
"Mmult Old","Ramp4",1995,2003,24633.71,0.2908563,27231
"Mmult Old","Ramp4",1995,2004,20902.43,0.2880645,35954.16
"Mmult Old","Ramp4",1995,2005,19161.12,0.3195569,79976.75
"Mmult Old","Ramp4",1995,2006,13095.11,0.2741233,46051.7
"Mmult Old","Ramp4",1995,2007,10695.04,0.1917782,34175.99
"Mmult Old","Ramp4",1995,2008,10212.36,0.2327042,30339.35
"Mmult Old","Ramp4",1995,2009,12693.7,0.2896273,52089.13
"Mmult Old","Ramp4",1995,2010,13305.78,0.2591196,63538.44
"Mmult Old","Ramp4",1995,2011,12210.78,0.2583307,33029.32
"Mmult Old","Ramp4",1995,2012,11280.37,0.301514,57588.64
"Mmult Old","Ramp4",1995,2013,11888.59,0.2182178,75369.73
"Mmult Old","Ramp4",1995,2014,13698.27,0.1695616,191581.8
"Mmult Old","Ramp4",1995,2015,14659.02,0.1392134,37755.43
"Mmult Old","Ramp4",2000,1982,21661.85,0.2180292,19815.35
"Mmult Old","Ramp4",2000,1983,18890.23,0.3111701,9379.854
"Mmult Old","Ramp4",2000,1984,16530.18,0.385656,5285.306
"Mmult Old","Ramp4",2000,1985,15146.41,0.4440638,4008.626
"Mmult Old","Ramp4",2000,1986,13325.74,0.4274026,16988.19
"Mmult Old","Ramp4",2000,1987,11558.32,0.3794718,11364.97
"Mmult Old","Ramp4",2000,1988,9346.246,0.4589508,11352.95
"Mmult Old","Ramp4",2000,1989,6949.515,0.3842004,18872.66
"Mmult Old","Ramp4",2000,1990,5908.898,0.2729407,23572.26
"Mmult Old","Ramp4",2000,1991,5512.979,0.4399,23848.92
"Mmult Old","Ramp4",2000,1992,5020.364,0.458206,38884.69
"Mmult Old","Ramp4",2000,1993,4797.669,0.8786567,71020.69
"Mmult Old","Ramp4",2000,1994,4764.613,1.09579,74170.11
"Mmult Old","Ramp4",2000,1995,6352.955,0.7938884,56115.98
"Mmult Old","Ramp4",2000,1996,8737.501,0.4718221,78827.66
"Mmult Old","Ramp4",2000,1997,11668.04,0.3159418,97388.9
"Mmult Old","Ramp4",2000,1998,16340.75,0.2431216,93516.69
"Mmult Old","Ramp4",2000,1999,18693.94,0.197119,85286.66
"Mmult Old","Ramp4",2000,2000,17944.57,0.2253897,59851.54
"Mmult Old","Ramp4",2000,2001,17099.63,0.2758727,41332.07
"Mmult Old","Ramp4",2000,2002,18221.65,0.2528805,20964.83
"Mmult Old","Ramp4",2000,2003,16937.18,0.3038014,17344.43
"Mmult Old","Ramp4",2000,2004,14314.66,0.3138512,22871.95
"Mmult Old","Ramp4",2000,2005,13045.95,0.4156035,50768.32
"Mmult Old","Ramp4",2000,2006,9015.757,0.3568175,29197.16
"Mmult Old","Ramp4",2000,2007,7454.868,0.2448234,21612.76
"Mmult Old","Ramp4",2000,2008,7079.864,0.2886993,19120.55
"Mmult Old","Ramp4",2000,2009,8484.468,0.3571418,32755.35
"Mmult Old","Ramp4",2000,2010,8790.494,0.324717,39857.9
"Mmult Old","Ramp4",2000,2011,8200.788,0.328592,20680.3
"Mmult Old","Ramp4",2000,2012,7598.524,0.3880988,36092.85
"Mmult Old","Ramp4",2000,2013,7848.102,0.2795508,47283.5
"Mmult Old","Ramp4",2000,2014,8982.911,0.2151678,120376.6
"Mmult Old","Ramp4",2000,2015,9697.728,0.1760645,23556.47
"Mmult Old","Ramp4",2005,1982,22076.79,0.2143833,17613.9
"Mmult Old","Ramp4",2005,1983,19159.43,0.3067942,8226.817
"Mmult Old","Ramp4",2005,1984,16578.56,0.3755839,4575.296
"Mmult Old","Ramp4",2005,1985,15013.36,0.4212909,3435.749
"Mmult Old","Ramp4",2005,1986,13139.8,0.4015701,14641.32
"Mmult Old","Ramp4",2005,1987,11342.84,0.3606716,9620.703
"Mmult Old","Ramp4",2005,1988,9161.291,0.4347398,9382.058
"Mmult Old","Ramp4",2005,1989,6827.103,0.3710845,15003.81
"Mmult Old","Ramp4",2005,1990,5740.949,0.273618,16840.48
"Mmult Old","Ramp4",2005,1991,5177.507,0.4434706,14314.42
"Mmult Old","Ramp4",2005,1992,4447.7,0.4901083,19596.74
"Mmult Old","Ramp4",2005,1993,3954.587,0.8547624,31220.37
"Mmult Old","Ramp4",2005,1994,3437.161,1.127351,30173.67
"Mmult Old","Ramp4",2005,1995,3768.432,1.015506,22800.56
"Mmult Old","Ramp4",2005,1996,4213.617,0.783319,35076.97
"Mmult Old","Ramp4",2005,1997,4983.75,0.6131643,48575.71
"Mmult Old","Ramp4",2005,1998,6759.054,0.474533,52848.28
"Mmult Old","Ramp4",2005,1999,8518.156,0.3331489,53462.06
"Mmult Old","Ramp4",2005,2000,10105.78,0.3078835,39681.9
"Mmult Old","Ramp4",2005,2001,11684.9,0.315736,27634.09
"Mmult Old","Ramp4",2005,2002,13709.61,0.2633453,14042.3
"Mmult Old","Ramp4",2005,2003,13652.72,0.3103224,11654.47
"Mmult Old","Ramp4",2005,2004,12081.45,0.3123587,15354.85
"Mmult Old","Ramp4",2005,2005,10844.07,0.433369,33967.94
"Mmult Old","Ramp4",2005,2006,7355.019,0.3832809,19535.71
"Mmult Old","Ramp4",2005,2007,5983.945,0.2643526,14424.65
"Mmult Old","Ramp4",2005,2008,5515.763,0.3110115,12680.84
"Mmult Old","Ramp4",2005,2009,6205.48,0.3870145,21567.07
"Mmult Old","Ramp4",2005,2010,6280.633,0.3572857,26031.31
"Mmult Old","Ramp4",2005,2011,5940.227,0.3695171,13456.62
"Mmult Old","Ramp4",2005,2012,5513.283,0.4452248,23426.31
"Mmult Old","Ramp4",2005,2013,5541.33,0.319198,30603
"Mmult Old","Ramp4",2005,2014,6271.467,0.2434505,77708.66
"Mmult Old","Ramp4",2005,2015,6800.039,0.199175,15230.47
"Mmult Old","Ramp4",2010,1982,21812.09,0.2176703,16211.21
"Mmult Old","Ramp4",2010,1983,18791.07,0.312243,7533.644
"Mmult Old","Ramp4",2010,1984,16084.63,0.3785118,4171.059
"Mmult Old","Ramp4",2010,1985,14433.39,0.4171163,3131.804
"Mmult Old","Ramp4",2010,1986,12583.65,0.3948578,13532.86
"Mmult Old","Ramp4",2010,1987,10837.12,0.3563004,8884.514
"Mmult Old","Ramp4",2010,1988,8743.707,0.4273115,8646.735
"Mmult Old","Ramp4",2010,1989,6524.002,0.3693442,13889.5
"Mmult Old","Ramp4",2010,1990,5463.598,0.2780415,15458.9
"Mmult Old","Ramp4",2010,1991,4876.588,0.4444354,12832.63
"Mmult Old","Ramp4",2010,1992,4149.305,0.4937028,16953.55
"Mmult Old","Ramp4",2010,1993,3668.143,0.8231916,25773.72
"Mmult Old","Ramp4",2010,1994,3149.393,1.069989,23439.48
"Mmult Old","Ramp4",2010,1995,3357.131,0.9846607,16320.18
"Mmult Old","Ramp4",2010,1996,3605.528,0.8062888,22481.1
"Mmult Old","Ramp4",2010,1997,4036.886,0.6838993,28447.93
"Mmult Old","Ramp4",2010,1998,5096.339,0.5802775,29123.31
"Mmult Old","Ramp4",2010,1999,5907.356,0.4476906,27831.56
"Mmult Old","Ramp4",2010,2000,6356.561,0.4655345,20128.13
"Mmult Old","Ramp4",2010,2001,6577.312,0.543927,14749.06
"Mmult Old","Ramp4",2010,2002,7196.863,0.500944,8114.574
"Mmult Old","Ramp4",2010,2003,7038.938,0.6731372,7296.411
"Mmult Old","Ramp4",2010,2004,6023.068,0.7564917,10285.36
"Mmult Old","Ramp4",2010,2005,5426.261,0.9683008,23852.13
"Mmult Old","Ramp4",2010,2006,4133.119,0.6822581,13930.82
"Mmult Old","Ramp4",2010,2007,3995.549,0.3681735,10354.33
"Mmult Old","Ramp4",2010,2008,4243.755,0.3698508,9118.585
"Mmult Old","Ramp4",2010,2009,4836.702,0.4345247,15531.09
"Mmult Old","Ramp4",2010,2010,4822.383,0.4076628,18778.57
"Mmult Old","Ramp4",2010,2011,4537.986,0.4402721,9732.802
"Mmult Old","Ramp4",2010,2012,4179.498,0.5432215,16957.53
"Mmult Old","Ramp4",2010,2013,4118.508,0.3913884,22118.65
"Mmult Old","Ramp4",2010,2014,4659.15,0.2950539,55597.29
"Mmult Old","Ramp4",2010,2015,5112.682,0.2385234,11043.05
"Mmult Old","Ramp9",1995,1982,39689.63,0.112833,52769.38
"Mmult Old","Ramp9",1995,1983,38482.34,0.1412507,28000.22
"Mmult Old","Ramp9",1995,1984,39432.9,0.1431969,17045.57
"Mmult Old","Ramp9",1995,1985,44532.55,0.123593,13429.6
"Mmult Old","Ramp9",1995,1986,50169.37,0.09301872,58129.95
"Mmult Old","Ramp9",1995,1987,52077.9,0.07260485,38289.42
"Mmult Old","Ramp9",1995,1988,47255.6,0.07997545,38217.74
"Mmult Old","Ramp9",1995,1989,38582.86,0.06630126,67104.25
"Mmult Old","Ramp9",1995,1990,31508.24,0.05177993,86466.18
"Mmult Old","Ramp9",1995,1991,25302.22,0.09295798,81774.09
"Mmult Old","Ramp9",1995,1992,20663.95,0.1035171,121537.6
"Mmult Old","Ramp9",1995,1993,18497.44,0.2840027,200714.2
"Mmult Old","Ramp9",1995,1994,18307.26,0.3885012,191951.1
"Mmult Old","Ramp9",1995,1995,22603.83,0.3338167,136392
"Mmult Old","Ramp9",1995,1996,25723.17,0.2516313,189160.9
"Mmult Old","Ramp9",1995,1997,30106.37,0.1936183,234511.8
"Mmult Old","Ramp9",1995,1998,38989.51,0.1643854,230104.7
"Mmult Old","Ramp9",1995,1999,41319.97,0.1357047,213595.6
"Mmult Old","Ramp9",1995,2000,39045.24,0.1486394,151932.2
"Mmult Old","Ramp9",1995,2001,39357.81,0.1735313,105676
"Mmult Old","Ramp9",1995,2002,43508.46,0.154994,53588.93
"Mmult Old","Ramp9",1995,2003,41325.53,0.1752195,44517.63
"Mmult Old","Ramp9",1995,2004,35855.19,0.1644206,59208.2
"Mmult Old","Ramp9",1995,2005,33623.71,0.1589453,132814.8
"Mmult Old","Ramp9",1995,2006,23788.83,0.1346613,77302.75
"Mmult Old","Ramp9",1995,2007,19721.13,0.09438308,57984.25
"Mmult Old","Ramp9",1995,2008,18471.42,0.1176067,51707.29
"Mmult Old","Ramp9",1995,2009,22299.99,0.1460868,88672.93
"Mmult Old","Ramp9",1995,2010,23310.4,0.1278087,107611.6
"Mmult Old","Ramp9",1995,2011,21631.26,0.1270312,55808.1
"Mmult Old","Ramp9",1995,2012,20288.21,0.1480171,96908.88
"Mmult Old","Ramp9",1995,2013,21405.44,0.104928,126352.3
"Mmult Old","Ramp9",1995,2014,24454.7,0.08133791,318804.6
"Mmult Old","Ramp9",1995,2015,25898.49,0.06754693,63143.21
"Mmult Old","Ramp9",2000,1982,21959.81,0.2151212,21491.62
"Mmult Old","Ramp9",2000,1983,19270.08,0.3054942,10402.39
"Mmult Old","Ramp9",2000,1984,17054.09,0.3779419,6027.892
"Mmult Old","Ramp9",2000,1985,15867.04,0.4334324,4720.452
"Mmult Old","Ramp9",2000,1986,14237.88,0.4090034,20863.4
"Mmult Old","Ramp9",2000,1987,12690.89,0.3511298,14499.3
"Mmult Old","Ramp9",2000,1988,10645.49,0.4070095,15100.38
"Mmult Old","Ramp9",2000,1989,8374.793,0.3174212,26682.86
"Mmult Old","Ramp9",2000,1990,7596.674,0.2102937,34744.53
"Mmult Old","Ramp9",2000,1991,7496.412,0.3216556,34353.24
"Mmult Old","Ramp9",2000,1992,7112.687,0.3197085,53787.65
"Mmult Old","Ramp9",2000,1993,6971.557,0.6602763,93848.57
"Mmult Old","Ramp9",2000,1994,7093.194,0.8336707,94223.97
"Mmult Old","Ramp9",2000,1995,9249.772,0.6497596,69246.04
"Mmult Old","Ramp9",2000,1996,11561.56,0.4379154,96421.29
"Mmult Old","Ramp9",2000,1997,14377.21,0.3169742,118702.9
"Mmult Old","Ramp9",2000,1998,19379.67,0.2567175,114025.4
"Mmult Old","Ramp9",2000,1999,21336.5,0.2093589,104177.5
"Mmult Old","Ramp9",2000,2000,20279.23,0.2347978,73232.33
"Mmult Old","Ramp9",2000,2001,19814.26,0.2811833,50662.03
"Mmult Old","Ramp9",2000,2002,21422.87,0.2556148,25709.73
"Mmult Old","Ramp9",2000,2003,19995.35,0.3013945,21261.4
"Mmult Old","Ramp9",2000,2004,16915.43,0.3058943,28043.41
"Mmult Old","Ramp9",2000,2005,15451.49,0.3726471,62283.95
"Mmult Old","Ramp9",2000,2006,10611.21,0.3201837,35816.78
"Mmult Old","Ramp9",2000,2007,8714.052,0.2219456,26526.08
"Mmult Old","Ramp9",2000,2008,8293.936,0.2652694,23490.85
"Mmult Old","Ramp9",2000,2009,10124.11,0.329147,40263.47
"Mmult Old","Ramp9",2000,2010,10551.62,0.2971638,49037.44
"Mmult Old","Ramp9",2000,2011,9758.894,0.2986155,25458.36
"Mmult Old","Ramp9",2000,2012,9019.739,0.3509314,44410.35
"Mmult Old","Ramp9",2000,2013,9403.321,0.2537137,58157.56
"Mmult Old","Ramp9",2000,2014,10794.64,0.1963491,147994.2
"Mmult Old","Ramp9",2000,2015,11601.03,0.161001,29047.84
"Mmult Old","Ramp9",2005,1982,21962.22,0.2152896,18596.44
"Mmult Old","Ramp9",2005,1983,19112.23,0.3077249,8735.517
"Mmult Old","Ramp9",2005,1984,16629.02,0.3788812,4885.595
"Mmult Old","Ramp9",2005,1985,15143.3,0.4298889,3683.598
"Mmult Old","Ramp9",2005,1986,13289.72,0.4114083,15648.64
"Mmult Old","Ramp9",2005,1987,11500.78,0.3676443,10359.15
"Mmult Old","Ramp9",2005,1988,9298.308,0.4437676,10202.74
"Mmult Old","Ramp9",2005,1989,6927.03,0.3752464,16554.07
"Mmult Old","Ramp9",2005,1990,5855.356,0.2720794,19392.92
"Mmult Old","Ramp9",2005,1991,5356.99,0.4405853,17793.83
"Mmult Old","Ramp9",2005,1992,4713.163,0.4756591,26498.95
"Mmult Old","Ramp9",2005,1993,4316.426,0.8613748,45321.2
"Mmult Old","Ramp9",2005,1994,3963.69,1.11092,45703.94
"Mmult Old","Ramp9",2005,1995,4736.188,0.9082814,34646.69
"Mmult Old","Ramp9",2005,1996,5862.439,0.6135346,51077.26
"Mmult Old","Ramp9",2005,1997,7459.788,0.4324244,67061.95
"Mmult Old","Ramp9",2005,1998,10455.35,0.3239195,68856.95
"Mmult Old","Ramp9",2005,1999,12788.28,0.2406424,66447.48
"Mmult Old","Ramp9",2005,2000,13797.71,0.2452969,48097.9
"Mmult Old","Ramp9",2005,2001,14405.57,0.2760146,33353.79
"Mmult Old","Ramp9",2005,2002,15927.29,0.2448067,16919.58
"Mmult Old","Ramp9",2005,2003,15248.64,0.2944859,14012.06
"Mmult Old","Ramp9",2005,2004,13178.57,0.3023528,18458.71
"Mmult Old","Ramp9",2005,2005,11911.57,0.4133085,40878.63
"Mmult Old","Ramp9",2005,2006,8167.989,0.3618653,23505.39
"Mmult Old","Ramp9",2005,2007,6698.489,0.2494253,17374.9
"Mmult Old","Ramp9",2005,2008,6239.274,0.2946087,15312.03
"Mmult Old","Ramp9",2005,2009,7196.714,0.3658961,26108.7
"Mmult Old","Ramp9",2005,2010,7355.557,0.3354524,31604.73
"Mmult Old","Ramp9",2005,2011,6916.147,0.3438729,16358.6
"Mmult Old","Ramp9",2005,2012,6415.877,0.4110914,28504.23
"Mmult Old","Ramp9",2005,2013,6523.738,0.2950562,37277.96
"Mmult Old","Ramp9",2005,2014,7412.107,0.2260206,94766.8
"Mmult Old","Ramp9",2005,2015,8013.134,0.185164,18561.21
"Mmult Old","Ramp9",2010,1982,21966.61,0.2158609,16736.14
"Mmult Old","Ramp9",2010,1983,18985.29,0.3093487,7790.614
"Mmult Old","Ramp9",2010,1984,16324.23,0.3764304,4319.63
"Mmult Old","Ramp9",2010,1985,14702.87,0.417528,3242.407
"Mmult Old","Ramp9",2010,1986,12840.15,0.3961829,13931.51
"Mmult Old","Ramp9",2010,1987,11070,0.356869,9145.914
"Mmult Old","Ramp9",2010,1988,8938.665,0.4287214,8905.805
"Mmult Old","Ramp9",2010,1989,6670.561,0.3685969,14273.32
"Mmult Old","Ramp9",2010,1990,5597.394,0.2752526,15924.55
"Mmult Old","Ramp9",2010,1991,5014,0.4425502,13325.9
"Mmult Old","Ramp9",2010,1992,4276.807,0.4913115,17814.62
"Mmult Old","Ramp9",2010,1993,3783.512,0.8392103,27503
"Mmult Old","Ramp9",2010,1994,3256.339,1.10221,25537.7
"Mmult Old","Ramp9",2010,1995,3502.766,1.010399,18306.38
"Mmult Old","Ramp9",2010,1996,3810.402,0.8115958,26294.66
"Mmult Old","Ramp9",2010,1997,4342.705,0.670667,34400.48
"Mmult Old","Ramp9",2010,1998,5618.455,0.5511838,36000.42
"Mmult Old","Ramp9",2010,1999,6713.847,0.4103972,35416.16
"Mmult Old","Ramp9",2010,2000,7497.466,0.4072618,26256.16
"Mmult Old","Ramp9",2010,2001,8107.405,0.4505251,19041.74
"Mmult Old","Ramp9",2010,2002,9134.155,0.3964602,10172.48
"Mmult Old","Ramp9",2010,2003,9050.578,0.4972294,8857.055
"Mmult Old","Ramp9",2010,2004,7997.365,0.5181024,12147.99
"Mmult Old","Ramp9",2010,2005,7412.267,0.66349,27635.26
"Mmult Old","Ramp9",2010,2006,5491.274,0.505942,16018.17
"Mmult Old","Ramp9",2010,2007,4942.733,0.3031357,11855.61
"Mmult Old","Ramp9",2010,2008,4871.464,0.3302117,10411.77
"Mmult Old","Ramp9",2010,2009,5428.766,0.4018433,17674.94
"Mmult Old","Ramp9",2010,2010,5413.619,0.3765343,21302.42
"Mmult Old","Ramp9",2010,2011,5091.399,0.4016337,11014.49
"Mmult Old","Ramp9",2010,2012,4693.142,0.4926556,19170.82
"Mmult Old","Ramp9",2010,2013,4648.197,0.3546662,25013.21
"Mmult Old","Ramp9",2010,2014,5243.845,0.2693495,63133.8
"Mmult Old","Ramp9",2010,2015,5707.608,0.2197888,12482.95
"Mmult Young","Sudden",1995,1982,20195.91,0.2297118,18368.44
"Mmult Young","Sudden",1995,1983,17183.25,0.3262802,8910.515
"Mmult Young","Sudden",1995,1984,14585.9,0.3973183,5254.682
"Mmult Young","Sudden",1995,1985,13003.68,0.453695,4118.578
"Mmult Young","Sudden",1995,1986,11211.16,0.4454686,16452.36
"Mmult Young","Sudden",1995,1987,9532.156,0.4091675,11317.76
"Mmult Young","Sudden",1995,1988,7526.667,0.5070196,11541.46
"Mmult Young","Sudden",1995,1989,5403.725,0.457489,18695.62
"Mmult Young","Sudden",1995,1990,4407.826,0.3338478,21567.46
"Mmult Young","Sudden",1995,1991,4048.934,0.5313274,26596.97
"Mmult Young","Sudden",1995,1992,3682.718,0.5474698,58346.59
"Mmult Young","Sudden",1995,1993,3489.57,1.006577,156657.8
"Mmult Young","Sudden",1995,1994,3594.269,1.211169,259326.7
"Mmult Young","Sudden",1995,1995,4992.537,0.933021,335164.2
"Mmult Young","Sudden",1995,1996,5381.101,0.6884118,455965.3
"Mmult Young","Sudden",1995,1997,5598.551,0.5703923,572331.8
"Mmult Young","Sudden",1995,1998,6663.52,0.4975664,571416.6
"Mmult Young","Sudden",1995,1999,7199.045,0.4050177,526743.1
"Mmult Young","Sudden",1995,2000,7550.068,0.4289501,346369.7
"Mmult Young","Sudden",1995,2001,7513.082,0.5072996,220824.5
"Mmult Young","Sudden",1995,2002,7951.959,0.4822938,105704
"Mmult Young","Sudden",1995,2003,7060.162,0.6390939,86185.18
"Mmult Young","Sudden",1995,2004,5659.652,0.7483278,115003.6
"Mmult Young","Sudden",1995,2005,4810.473,1.036667,273402.2
"Mmult Young","Sudden",1995,2006,3203.288,0.8882971,155789.6
"Mmult Young","Sudden",1995,2007,2874.549,0.5569483,113921.2
"Mmult Young","Sudden",1995,2008,3025.677,0.5716853,100077.1
"Mmult Young","Sudden",1995,2009,3547.617,0.6953156,174920.6
"Mmult Young","Sudden",1995,2010,2985.11,0.6800573,208344
"Mmult Young","Sudden",1995,2011,2933.646,0.7237188,98579.12
"Mmult Young","Sudden",1995,2012,3002.62,0.8748095,159923.2
"Mmult Young","Sudden",1995,2013,3117.251,0.6087925,185143.2
"Mmult Young","Sudden",1995,2014,3375.335,0.4298811,471612
"Mmult Young","Sudden",1995,2015,3686.238,0.3236766,72709.61
"Mmult Young","Sudden",2000,1982,20915.23,0.2245514,16655.51
"Mmult Young","Sudden",2000,1983,17847.43,0.3209079,7911.601
"Mmult Young","Sudden",2000,1984,15124.89,0.3889209,4525.207
"Mmult Young","Sudden",2000,1985,13441.29,0.4338701,3469.234
"Mmult Young","Sudden",2000,1986,11603.99,0.4180183,14369.54
"Mmult Young","Sudden",2000,1987,9898.192,0.3820262,9585.594
"Mmult Young","Sudden",2000,1988,7880.044,0.4659882,9441.234
"Mmult Young","Sudden",2000,1989,5751.544,0.415506,14888.1
"Mmult Young","Sudden",2000,1990,4720.012,0.3130116,16304.02
"Mmult Young","Sudden",2000,1991,4218.622,0.501356,13555.09
"Mmult Young","Sudden",2000,1992,3635.121,0.5486089,18064.84
"Mmult Young","Sudden",2000,1993,3211.051,0.9754718,28129.74
"Mmult Young","Sudden",2000,1994,2832.85,1.263757,26529.53
"Mmult Young","Sudden",2000,1995,3154.028,1.140028,19177.68
"Mmult Young","Sudden",2000,1996,3504.69,0.9030637,34397.84
"Mmult Young","Sudden",2000,1997,4093.907,0.7365653,59515.85
"Mmult Young","Sudden",2000,1998,5479.266,0.5953785,86464.48
"Mmult Young","Sudden",2000,1999,6742.361,0.43031,119994.3
"Mmult Young","Sudden",2000,2000,7965.359,0.4309692,124125.1
"Mmult Young","Sudden",2000,2001,8044.292,0.5109704,79864.31
"Mmult Young","Sudden",2000,2002,8253.661,0.4801166,38766.75
"Mmult Young","Sudden",2000,2003,7305.424,0.6555879,31591.01
"Mmult Young","Sudden",2000,2004,5709.648,0.749878,41635.16
"Mmult Young","Sudden",2000,2005,4646.78,1.034712,96390.19
"Mmult Young","Sudden",2000,2006,3031.341,0.8827364,55231.05
"Mmult Young","Sudden",2000,2007,2628.078,0.5577831,40529.75
"Mmult Young","Sudden",2000,2008,2708.969,0.5756346,35678.3
"Mmult Young","Sudden",2000,2009,3029.451,0.7013812,62042.65
"Mmult Young","Sudden",2000,2010,2717.947,0.6828378,73541.31
"Mmult Young","Sudden",2000,2011,2686.967,0.7283626,35093.56
"Mmult Young","Sudden",2000,2012,2655.141,0.885401,56915.13
"Mmult Young","Sudden",2000,2013,2649.71,0.6198752,66783.6
"Mmult Young","Sudden",2000,2014,2905.175,0.438517,164809.7
"Mmult Young","Sudden",2000,2015,3220.513,0.3307533,27505.13
"Mmult Young","Sudden",2005,1982,21280.51,0.2224999,15787.64
"Mmult Young","Sudden",2005,1983,18184.25,0.3189034,7402.271
"Mmult Young","Sudden",2005,1984,15408.49,0.3849432,4166.259
"Mmult Young","Sudden",2005,1985,13698.68,0.4237635,3167.372
"Mmult Young","Sudden",2005,1986,11860.4,0.4035359,13480.76
"Mmult Young","Sudden",2005,1987,10154.43,0.3667898,8939.118
"Mmult Young","Sudden",2005,1988,8138.647,0.4422078,8771.324
"Mmult Young","Sudden",2005,1989,6015.927,0.3897985,14035.52
"Mmult Young","Sudden",2005,1990,4984.887,0.296112,15532.43
"Mmult Young","Sudden",2005,1991,4438.086,0.470239,12838.95
"Mmult Young","Sudden",2005,1992,3798.612,0.5176026,16827.44
"Mmult Young","Sudden",2005,1993,3373.269,0.8558263,25441.05
"Mmult Young","Sudden",2005,1994,2940.224,1.094565,23115
